season,round,constructor,rating_mu,rating_sig,perf_score,place
1993,13,Larrousse,1826,80,1911,5
1993,13,Ligier,1934,80,1662,10
1993,13,Lola,1642,80,1792,7
1993,13,McLaren,2111,80,2147,2
1993,13,Minardi,1782,80,1855,6
1993,13,Sauber,1876,81,2036,3
1993,13,Team Lotus,1829,80,1765,8
1993,13,Tyrrell,1646,80,1690,9
1993,13,Williams,2414,80,2455,0
1993,14,Benetton,2218,80,2393,0
1993,14,Ferrari,2012,80,2126,2
1993,14,Footwork,1711,80,1645,10
1993,14,Jordan,1682,80,1746,8
1993,14,Larrousse,1834,80,1863,6
1993,14,Ligier,1945,80,1982,4
1993,14,Lola,1653,80,1692,9
1993,14,McLaren,2046,80,1488,12
1993,14,Minardi,1810,80,1910,5
1993,14,Sauber,1910,80,2039,3
1993,14,Team Lotus,1780,80,1584,11
1993,14,Tyrrell,1676,80,1796,7
1993,14,Williams,2393,80,2310,1
1993,15,Benetton,2153,80,1711,9
1993,15,Ferrari,1949,80,1634,10
1993,15,Footwork,1718,80,1741,8
1993,15,Jordan,1744,80,2109,2
1993,15,Larrousse,1829,80,1809,7
1993,15,Ligier,1968,80,2048,3
1993,15,McLaren,2111,80,2373,0
1993,15,Minardi,1832,80,1913,5
1993,15,Sauber,1925,80,1980,4
1993,15,Team Lotus,1798,80,1856,6
1993,15,Tyrrell,1641,80,1503,11
1993,15,Williams,2375,80,2305,1
1993,16,Benetton,2104,80,1952,5
1993,16,Ferrari,1991,80,2121,2
1993,16,Footwork,1765,80,1969,4
1993,16,Jordan,1773,80,1860,6
1993,16,Larrousse,1826,80,1816,7
1993,16,Ligier,1986,80,2052,3
1993,16,McLaren,2168,80,2365,0
1993,16,Minardi,1793,80,1633,10
1993,16,Sauber,1884,80,1712,9
1993,16,Team Lotus,1747,80,1527,11
1993,16,Tyrrell,1664,80,1742,8
1993,16,Williams,2357,80,2290,1
1994,1,Benetton,2162,80,2365,0
1994,1,Ferrari,2025,80,2133,2
1994,1,Footwork,1716,80,1524,12
1994,1,Jordan,1826,80,2043,3
1994,1,Larrousse,1816,80,1776,8
1994,1,Ligier,1940,80,1734,9
1994,1,McLaren,2089,80,1636,11
1994,1,Minardi,1800,80,1823,7
1994,1,Pacific,1307,171,1270,13
1994,1,Sauber,1896,80,1933,5
1994,1,Simtek,1627,171,1651,10
1994,1,Team Lotus,1776,80,1868,6
1994,1,Tyrrell,1715,80,1974,4
1994,1,Williams,2343,80,2289,1
1994,2,Benetton,2210,80,2364,0
1994,2,Ferrari,2066,80,2219,1
1994,2,Footwork,1777,80,2038,3
1994,2,Jordan,1883,80,2115,2
1994,2,Larrousse,1838,80,1928,5
1994,2,Ligier,1917,80,1842,7
1994,2,McLaren,2002,80,1697,10
1994,2,Minardi,1786,80,1738,9
1994,2,Sauber,1916,80,1989,4
1994,2,Simtek,1694,130,1772,8
1994,2,Team Lotus,1799,80,1874,6
1994,2,Tyrrell,1669,80,1496,12
1994,2,Williams,2286,80,1626,11
1994,3,Benetton,2246,80,2363,0
1994,3,Ferrari,2099,80,2222,1
1994,3,Footwork,1781,80,1792,8
1994,3,Jordan,1851,80,1753,9
1994,3,Larrousse,1783,80,1416,13
1994,3,Ligier,1903,80,1852,7
1994,3,McLaren,2042,80,2131,2
1994,3,Minardi,1765,80,1688,10
1994,3,Pacific,1383,130,1464,12
1994,3,Sauber,1945,80,2055,3
1994,3,Simtek,1664,111,1611,11
1994,3,Team Lotus,1819,80,1887,6
1994,3,Tyrrell,1729,80,1982,4
1994,3,Williams,2227,80,1974,5
1994,4,Benetton,2274,80,2369,0
1994,4,Ferrari,2110,80,2149,2
1994,4,Footwork,1773,80,1748,9
1994,4,Jordan,1896,80,2055,3
1994,4,Larrousse,1818,80,1936,5
1994,4,Ligier,1901,80,1898,6
1994,4,McLaren,2087,80,2222,1
1994,4,Minardi,1807,80,1989,4
1994,4,Pacific,1501,111,1774,8
1994,4,Sauber,1883,80,1429,13
1994,4,Simtek,1670,100,1683,10
1994,4,Team Lotus,1824,80,1842,7
1994,4,Tyrrell,1703,80,1631,11
1994,4,Williams,2148,80,1568,12
1994,5,Benetton,2271,80,2258,1
1994,5,Ferrari,2105,80,2085,3
1994,5,Footwork,1757,80,1701,10
1994,5,Jordan,1909,80,1951,5
1994,5,Larrousse,1757,80,1460,13
1994,5,Ligier,1902,80,1903,6
1994,5,McLaren,2022,80,1774,9
1994,5,Minardi,1846,80,1996,4
1994,5,Pacific,1544,100,1609,11
1994,5,Sauber,1819,80,1579,12
1994,5,Simtek,1700,94,1791,8
1994,5,Team Lotus,1829,80,1849,7
1994,5,Tyrrell,1770,80,2120,2
1994,5,Williams,2201,80,2347,0
1994,6,Benetton,2293,80,2375,0
1994,6,Ferrari,2114,80,2147,2
1994,6,Footwork,1756,80,1752,9
1994,6,Jordan,1941,80,2057,3
1994,6,Larrousse,1728,80,1647,11
1994,6,Ligier,1892,80,1855,7
1994,6,McLaren,1954,80,1721,10
1994,6,Minardi,1868,80,1942,5
1994,6,Pacific,1544,94,1545,12
1994,6,Sauber,1748,80,1476,13
1994,6,Simtek,1722,89,1793,8
1994,6,Team Lotus,1861,80,1992,4
1994,6,Tyrrell,1801,80,1888,6
1994,6,Williams,2213,80,2245,1
1994,7,Benetton,2313,80,2389,0
1994,7,Ferrari,2121,80,2149,2
1994,7,Footwork,1782,80,1883,6
1994,7,Jordan,1887,80,1638,11
1994,7,Larrousse,1731,80,1740,9
1994,7,Ligier,1841,80,1537,12
1994,7,McLaren,1896,80,1705,10
1994,7,Minardi,1895,80,1992,4
1994,7,Sauber,1817,80,2044,3
1994,7,Simtek,1747,86,1834,7
1994,7,Team Lotus,1878,80,1940,5
1994,7,Tyrrell,1800,80,1796,8
1994,7,Williams,2223,80,2252,1
1994,8,Benetton,2257,80,1917,6
1994,8,Ferrari,2144,80,2238,1
1994,8,Footwork,1794,80,1840,7
1994,8,Jordan,1925,80,2049,3
1994,8,Larrousse,1708,80,1628,11
1994,8,Ligier,1810,80,1704,10
1994,8,McLaren,1950,80,2122,2
1994,8,Minardi,1875,80,1806,8
1994,8,Sauber,1849,80,1933,5
1994,8,Simtek,1705,84,1532,12
1994,8,Team Lotus,1853,80,1758,9
1994,8,Tyrrell,1839,80,1983,4
1994,8,Williams,2256,80,2378,0
1994,9,Benetton,2193,80,1923,6
1994,9,Ferrari,2183,80,2360,0
1994,9,Footwork,1845,80,2124,2
1994,9,Jordan,1878,80,1710,10
1994,9,Larrousse,1764,80,2048,3
1994,9,Ligier,1872,80,2215,1
1994,9,McLaren,1926,80,1860,7
1994,9,Minardi,1821,80,1541,12
1994,9,Sauber,1826,80,1758,9
1994,9,Simtek,1751,83,1933,5
1994,9,Team Lotus,1812,80,1639,11
1994,9,Tyrrell,1831,80,1804,8
1994,9,Williams,2211,80,2035,4
1994,10,Benetton,2233,80,2348,0
1994,10,Ferrari,2127,80,1824,8
1994,10,Footwork,1815,80,1711,10
1994,10,Jordan,1816,80,1554,12
1994,10,Larrousse,1794,80,1886,6
1994,10,Ligier,1902,80,1990,4
1994,10,McLaren,1970,80,2119,2
1994,10,Minardi,1849,80,1935,5
1994,10,Sauber,1785,80,1646,11
1994,10,Simtek,1772,82,1841,7
1994,10,Team Lotus,1800,80,1759,9
1994,10,Tyrrell,1872,80,2044,3
1994,10,Williams,2218,80,2240,1
1994,11,Benetton,2215,80,2163,2
1994,11,Ferrari,2056,80,1661,11
1994,11,Footwork,1852,80,1989,4
1994,11,Jordan,1802,80,1761,9
1994,11,Larrousse,1743,80,1549,12
1994,11,Ligier,1913,80,1946,5
1994,11,McLaren,2021,80,2208,1
1994,11,Minardi,1860,80,1896,6
1994,11,Sauber,1767,80,1707,10
1994,11,Simtek,1789,81,1846,7
1994,11,Team Lotus,1801,80,1805,8
1994,11,Tyrrell,1910,80,2050,3
1994,11,Williams,2248,80,2357,0
1994,12,Benetton,2159,80,1926,6
1994,12,Ferrari,2098,80,2216,1
1994,12,Footwork,1832,80,1767,9
1994,12,Jordan,1853,80,2048,3
1994,12,Larrousse,1788,80,1939,5
1994,12,Ligier,1933,80,2001,4
1994,12,McLaren,2048,80,2132,2
1994,12,Minardi,1829,80,1715,10
1994,12,Sauber,1739,80,1642,11
1994,12,Simtek,1803,81,1851,7
1994,12,Team Lotus,1757,80,1549,12
1994,12,Tyrrell,1889,80,1818,8
1994,12,Williams,2273,80,2363,0
1994,13,Benetton,2141,80,2089,3
1994,13,Ferrari,2020,80,1562,12
1994,13,Footwork,1867,80,1998,4
1994,13,Jordan,1909,80,2122,2
1994,13,Larrousse,1793,80,1807,8
1994,13,Ligier,1938,80,1957,5
1994,13,McLaren,2084,80,2217,1
1994,13,Minardi,1835,80,1856,7
1994,13,Sauber,1717,80,1638,11
1994,13,Simtek,1794,81,1762,9
1994,13,Team Lotus,1787,80,1895,6
1994,13,Tyrrell,1853,80,1717,10
1994,13,Williams,2294,80,2371,0
1994,14,Benetton,2185,80,2344,0
1994,14,Ferrari,2019,80,2016,4
1994,14,Footwork,1856,80,1820,8
1994,14,Jordan,1945,80,2059,3
1994,14,Larrousse,1745,80,1551,12
1994,14,Ligier,1923,80,1870,7
1994,14,McLaren,2097,80,2141,2
1994,14,Minardi,1821,80,1770,9
1994,14,Sauber,1760,80,1943,5
1994,14,Simtek,1765,80,1648,11
1994,14,Team Lotus,1770,80,1713,10
1994,14,Tyrrell,1865,80,1906,6
1994,14,Williams,2286,80,2258,1
1994,15,Benetton,2199,80,2244,1
1994,15,Ferrari,2049,80,2140,2
1994,15,Footwork,1867,80,1906,6
1994,15,Jordan,1974,80,2067,3
1994,15,Larrousse,1770,80,1850,7
1994,15,Ligier,1893,80,1773,9
1994,15,McLaren,2071,80,1976,5
1994,15,Minardi,1774,80,1549,12
1994,15,Sauber,1809,80,1997,4
1994,15,Simtek,1752,80,1705,10
1994,15,Team Lotus,1778,80,1807,8
1994,15,Tyrrell,1823,80,1650,11
1994,15,Williams,2306,80,2382,0
1994,16,Benetton,2133,80,1562,12
1994,16,Ferrari,2089,80,2230,1
1994,16,Footwork,1876,80,1906,6
1994,16,Jordan,1996,80,2072,3
1994,16,Larrousse,1767,80,1759,9
1994,16,Ligier,1918,80,2007,4
1994,16,McLaren,2088,80,2150,2
1994,16,Minardi,1792,80,1852,7
1994,16,Sauber,1841,80,1949,5
1994,16,Simtek,1728,80,1639,11
1994,16,Team Lotus,1763,80,1707,10
1994,16,Tyrrell,1821,80,1811,8
1994,16,Williams,2325,80,2395,0
1995,1,Benetton,2186,80,2360,0
1995,1,Ferrari,2105,80,2154,2
1995,1,Footwork,1864,80,1818,8
1995,1,Forti,1791,171,1847,7
1995,1,Jordan,1937,80,1615,11
1995,1,Ligier,1926,80,1955,5
1995,1,McLaren,2088,80,2088,3
1995,1,Minardi,1783,80,1751,9
1995,1,Pacific,1612,89,1876,6
1995,1,Sauber,1807,80,1691,10
1995,1,Simtek,1683,80,1465,12
1995,1,Tyrrell,1857,80,2001,4
1995,1,Williams,2315,80,2279,1
1995,2,Benetton,2183,80,2175,2
1995,2,Ferrari,2134,80,2245,1
1995,2,Footwork,1842,80,1756,9
1995,2,Forti,1819,130,1850,7
1995,2,Jordan,1882,80,1701,10
1995,2,Ligier,1944,80,2014,4
1995,2,McLaren,2031,80,1630,11
1995,2,Minardi,1787,80,1801,8
1995,2,Pacific,1576,86,1478,12
1995,2,Sauber,1858,80,2065,3
1995,2,Simtek,1725,80,1886,6
1995,2,Tyrrell,1878,80,1952,5
1995,2,Williams,2333,80,2404,0
1995,3,Benetton,2150,80,2041,4
1995,3,Ferrari,2159,80,2250,1
1995,3,Footwork,1834,80,1805,8
1995,3,Forti,1796,111,1751,9
1995,3,Jordan,1902,80,1956,5
1995,3,Ligier,1937,80,1912,6
1995,3,McLaren,2060,80,2152,2
1995,3,Minardi,1800,80,1848,7
1995,3,Pacific,1599,84,1665,10
1995,3,Sauber,1903,80,2067,3
1995,3,Simtek,1699,80,1612,11
1995,3,Tyrrell,1822,80,1518,12
1995,3,Williams,2350,80,2413,0
1995,4,Benetton,2197,80,2377,0
1995,4,Ferrari,2180,80,2258,1
1995,4,Footwork,1838,80,1853,7
1995,4,Forti,1724,100,1503,12
1995,4,Jordan,1940,80,2073,3
1995,4,Ligier,1954,80,2016,4
1995,4,McLaren,1998,80,1704,10
1995,4,Minardi,1789,80,1747,9
1995,4,Pacific,1595,83,1584,11
1995,4,Sauber,1917,80,1959,5
1995,4,Simtek,1719,80,1789,8
1995,4,Tyrrell,1841,80,1901,6
1995,4,Williams,2321,80,2202,2
1995,5,Benetton,2238,80,2384,0
1995,5,Ferrari,2180,80,2181,2
1995,5,Footwork,1851,80,1904,6
1995,5,Forti,1760,94,1845,7
1995,5,Jordan,1891,80,1701,10
1995,5,Ligier,1927,80,1817,8
1995,5,McLaren,2021,80,2086,3
1995,5,Minardi,1820,80,1951,5
1995,5,Pacific,1593,82,1586,11
1995,5,Sauber,1939,80,2017,4
1995,5,Simtek,1676,80,1501,12
1995,5,Tyrrell,1821,80,1753,9
1995,5,Williams,2315,80,2293,1
1995,6,Benetton,2210,80,2120,3
1995,6,Ferrari,2218,80,2388,0
1995,6,Footwork,1882,80,2009,4
1995,6,Forti,1780,89,1837,7
1995,6,Jordan,1955,80,2241,1
1995,6,Ligier,1968,80,2153,2
1995,6,McLaren,1965,80,1744,9
1995,6,Minardi,1836,80,1895,6
1995,6,Pacific,1598,81,1615,10
1995,6,Sauber,1880,80,1549,11
1995,6,Tyrrell,1849,80,1948,5
1995,6,Williams,2257,80,1815,8
1995,7,Benetton,2247,80,2379,0
1995,7,Ferrari,2196,80,2116,3
1995,7,Footwork,1865,80,1805,8
1995,7,Forti,1751,86,1657,10
1995,7,Jordan,1973,80,2023,4
1995,7,Ligier,2007,80,2153,2
1995,7,McLaren,1966,80,1970,5
1995,7,Minardi,1840,80,1854,7
1995,7,Pacific,1579,81,1509,11
1995,7,Sauber,1888,80,1909,6
1995,7,Tyrrell,1825,80,1741,9
1995,7,Williams,2262,80,2276,1
1995,8,Benetton,2279,80,2393,0
1995,8,Ferrari,2212,80,2271,1
1995,8,Footwork,1815,80,1545,11
1995,8,Forti,1726,84,1645,10
1995,8,Jordan,1935,80,1811,8
1995,8,Ligier,2026,80,2094,3
1995,8,McLaren,1981,80,2028,4
1995,8,Minardi,1854,80,1906,6
1995,8,Pacific,1604,81,1698,9
1995,8,Sauber,1905,80,1964,5
1995,8,Tyrrell,1831,80,1851,7
1995,8,Williams,2248,80,2200,2
1995,9,Benetton,2307,80,2407,0
1995,9,Ferrari,2209,80,2197,2
1995,9,Footwork,1762,80,1542,11
1995,9,Forti,1707,83,1640,10
1995,9,Jordan,1917,80,1860,7
1995,9,Ligier,2029,80,2036,4
1995,9,McLaren,1945,80,1808,8
1995,9,Minardi,1829,80,1733,9
1995,9,Pacific,1652,80,1886,6
1995,9,Sauber,1942,80,2086,3
1995,9,Tyrrell,1857,80,1957,5
1995,9,Williams,2256,80,2287,1
1995,10,Benetton,2287,80,2215,2
1995,10,Ferrari,2225,80,2285,1
1995,10,Footwork,1734,80,1644,10
1995,10,Forti,1670,82,1529,11
1995,10,Jordan,1928,80,1962,5
1995,10,Ligier,2030,80,2034,4
1995,10,McLaren,1902,80,1737,9
1995,10,Minardi,1844,80,1897,6
1995,10,Pacific,1689,80,1825,7
1995,10,Sauber,1973,80,2088,3
1995,10,Tyrrell,1843,80,1790,8
1995,10,Williams,2287,80,2409,0
1995,11,Benetton,2315,80,2421,0
1995,11,Ferrari,2166,80,1554,11
1995,11,Footwork,1743,80,1772,8
1995,11,Forti,1677,81,1701,9
1995,11,Jordan,1935,80,1962,5
1995,11,Ligier,2059,80,2177,2
1995,11,McLaren,1929,80,2019,4
1995,11,Minardi,1843,80,1842,7
1995,11,Pacific,1675,80,1629,10
1995,11,Sauber,1999,80,2094,3
1995,11,Tyrrell,1854,80,1897,6
1995,11,Williams,2291,80,2305,1
1995,12,Benetton,2339,80,2430,0
1995,12,Ferrari,2115,80,1938,6
1995,12,Footwork,1793,80,2017,4
1995,12,Forti,1726,81,1951,5
1995,12,Jordan,1919,80,1861,7
1995,12,Ligier,2003,80,1667,10
1995,12,McLaren,1986,80,2261,1
1995,12,Minardi,1833,80,1793,8
1995,12,Pacific,1643,80,1523,11
1995,12,Sauber,2034,80,2176,2
1995,12,Tyrrell,1896,80,2090,3
1995,12,Williams,2232,80,1749,9
1995,13,Benetton,2332,80,2305,1
1995,13,Ferrari,2132,80,2180,2
1995,13,Footwork,1779,80,1736,9
1995,13,Forti,1708,81,1651,10
1995,13,Jordan,1920,80,1922,6
1995,13,Ligier,2012,80,2039,4
1995,13,McLaren,1985,80,1983,5
1995,13,Minardi,1827,80,1803,8
1995,13,Pacific,1617,80,1526,11
1995,13,Sauber,2049,80,2102,3
1995,13,Tyrrell,1890,80,1867,7
1995,13,Williams,2271,80,2400,0
1995,14,Benetton,2353,80,2432,0
1995,14,Ferrari,2164,80,2276,1
1995,14,Footwork,1782,80,1792,8
1995,14,Forti,1710,80,1717,9
1995,14,Jordan,1954,80,2097,3
1995,14,Ligier,2019,80,2045,4
1995,14,McLaren,1985,80,1985,5
1995,14,Minardi,1844,80,1912,6
1995,14,Pacific,1618,80,1622,10
1995,14,Sauber,1989,80,1555,11
1995,14,Tyrrell,1884,80,1863,7
1995,14,Williams,2257,80,2214,2
1995,15,Benetton,2371,80,2443,0
1995,15,Ferrari,2173,80,2199,2
1995,15,Footwork,1755,80,1653,10
1995,15,Forti,1712,80,1720,9
1995,15,Jordan,1948,80,1928,6
1995,15,Ligier,2025,80,2047,4
1995,15,McLaren,1985,80,1986,5
1995,15,Minardi,1835,80,1803,8
1995,15,Pacific,1596,80,1511,11
1995,15,Sauber,2017,80,2105,3
1995,15,Tyrrell,1880,80,1865,7
1995,15,Williams,2267,80,2301,1
1995,16,Benetton,2389,80,2457,0
1995,16,Ferrari,2110,80,1668,10
1995,16,Footwork,1775,80,1848,7
1995,16,Forti,1713,80,1714,9
1995,16,Jordan,1990,80,2180,2
1995,16,Ligier,2044,80,2114,3
1995,16,McLaren,2034,80,2273,1
1995,16,Minardi,1851,80,1914,6
1995,16,Pacific,1575,80,1496,11
1995,16,Sauber,2011,80,1992,5
1995,16,Tyrrell,1910,80,2035,4
1995,16,Williams,2207,80,1825,8
1995,17,Benetton,2331,80,1840,8
1995,17,Ferrari,2031,80,1551,11
1995,17,Footwork,1832,80,2167,2
1995,17,Forti,1750,80,1916,6
1995,17,Jordan,1945,80,1757,9
1995,17,Ligier,2084,80,2267,1
1995,17,McLaren,2053,80,2115,3
1995,17,Minardi,1877,80,1983,5
1995,17,Pacific,1622,80,1847,7
1995,17,Sauber,1954,80,1672,10
1995,17,Tyrrell,1938,80,2044,4
1995,17,Williams,2253,80,2412,0
1996,1,Benetton,2303,80,2217,2
1996,1,Ferrari,2090,80,2258,1
1996,1,Footwork,1837,80,1853,7
1996,1,Jordan,1895,80,1695,9
1996,1,Ligier,2065,80,1998,5
1996,1,McLaren,2066,80,2110,3
1996,1,Minardi,1859,80,1789,8
1996,1,Sauber,1947,80,1929,6
1996,1,Tyrrell,1959,80,2037,4
1996,1,Williams,2289,80,2407,0
1996,2,Benetton,2303,80,2306,1
1996,2,Ferrari,2117,80,2189,2
1996,2,Footwork,1795,80,1632,10
1996,2,Forti,1774,80,1859,7
1996,2,Jordan,1876,80,1816,8
1996,2,Ligier,2052,80,2004,5
1996,2,McLaren,2077,80,2119,3
1996,2,Minardi,1873,80,1927,6
1996,2,Sauber,1905,80,1750,9
1996,2,Tyrrell,1977,80,2047,4
1996,2,Williams,2318,80,2418,0
1996,3,Benetton,2306,80,2314,1
1996,3,Ferrari,2120,80,2128,3
1996,3,Footwork,1844,80,2034,4
1996,3,Forti,1778,80,1795,8
1996,3,Jordan,1931,80,2175,2
1996,3,Ligier,2030,80,1945,6
1996,3,McLaren,2062,80,2004,5
1996,3,Minardi,1846,80,1737,9
1996,3,Sauber,1897,80,1873,7
1996,3,Tyrrell,1925,80,1642,10
1996,3,Williams,2343,80,2434,0
1996,4,Benetton,2255,80,2010,5
1996,4,Ferrari,2154,80,2282,1
1996,4,Footwork,1844,80,1845,7
1996,4,Jordan,1971,80,2099,3
1996,4,Ligier,2009,80,1929,6
1996,4,McLaren,2087,80,2186,2
1996,4,Minardi,1830,80,1774,8
1996,4,Sauber,1927,80,2031,4
1996,4,Tyrrell,1874,80,1682,9
1996,4,Williams,2365,80,2446,0
1996,5,Benetton,2247,80,2221,2
1996,5,Ferrari,2183,80,2289,1
1996,5,Footwork,1820,80,1736,9
1996,5,Forti,1795,80,1859,7
1996,5,Jordan,2004,80,2111,3
1996,5,Ligier,2018,80,2053,4
1996,5,McLaren,2070,80,2005,5
1996,5,Minardi,1849,80,1921,6
1996,5,Sauber,1875,80,1642,10
1996,5,Tyrrell,1858,80,1810,8
1996,5,Williams,2383,80,2452,0
1996,6,Benetton,2195,80,1957,6
1996,6,Ferrari,2159,80,2075,4
1996,6,Footwork,1800,80,1729,9
1996,6,Forti,1809,80,1858,7
1996,6,Jordan,1963,80,1821,8
1996,6,Ligier,2072,80,2405,0
1996,6,McLaren,2110,80,2284,1
1996,6,Minardi,1809,80,1631,10
1996,6,Sauber,1933,80,2180,2
1996,6,Tyrrell,1908,80,2104,3
1996,6,Williams,2329,80,2024,5
1996,7,Benetton,2217,80,2285,1
1996,7,Ferrari,2204,80,2392,0
1996,7,Footwork,1823,80,1906,6
1996,7,Jordan,1939,80,1862,7
1996,7,Ligier,2055,80,2001,5
1996,7,McLaren,2099,80,2065,4
1996,7,Minardi,1777,80,1656,9
1996,7,Sauber,1975,80,2106,3
1996,7,Tyrrell,1877,80,1779,8
1996,7,Williams,2304,80,2225,2
1996,8,Benetton,2234,80,2293,1
1996,8,Ferrari,2148,80,1900,7
1996,8,Footwork,1784,80,1626,10
1996,8,Forti,1831,80,1922,6
1996,8,Jordan,1977,80,2114,3
1996,8,Ligier,2011,80,1828,8
1996,8,McLaren,2121,80,2198,2
1996,8,Minardi,1818,80,1979,5
1996,8,Sauber,1994,80,2055,4
1996,8,Tyrrell,1845,80,1738,9
1996,8,Williams,2331,80,2421,0
1996,9,Benetton,2248,80,2297,1
1996,9,Ferrari,2076,80,1651,10
1996,9,Footwork,1814,80,1921,6
1996,9,Forti,1811,80,1734,9
1996,9,Jordan,1995,80,2055,4
1996,9,Ligier,2036,80,2120,3
1996,9,McLaren,2138,80,2200,2
1996,9,Minardi,1829,80,1866,7
1996,9,Sauber,1957,80,1825,8
1996,9,Tyrrell,1876,80,1984,5
1996,9,Williams,2354,80,2432,0
1996,10,Benetton,2260,80,2301,1
1996,10,Ferrari,2001,80,1691,9
1996,10,Footwork,1835,80,1910,6
1996,10,Jordan,2021,80,2112,3
1996,10,Ligier,1989,80,1797,8
1996,10,McLaren,2151,80,2199,2
1996,10,Minardi,1833,80,1847,7
1996,10,Sauber,1964,80,1987,5
1996,10,Tyrrell,1911,80,2038,4
1996,10,Williams,2373,80,2443,0
1996,11,Benetton,2270,80,2306,1
1996,11,Ferrari,2050,80,2180,2
1996,11,Footwork,1822,80,1776,8
1996,11,Jordan,2027,80,2049,4
1996,11,Ligier,1989,80,1988,5
1996,11,McLaren,2146,80,2129,3
1996,11,Minardi,1800,80,1672,9
1996,11,Sauber,1956,80,1927,6
1996,11,Tyrrell,1899,80,1860,7
1996,11,Williams,2391,80,2455,0
1996,12,Benetton,2279,80,2315,1
1996,12,Ferrari,2004,80,1872,7
1996,12,Footwork,1841,80,1908,6
1996,12,Jordan,2033,80,2053,4
1996,12,Ligier,2016,80,2112,3
1996,12,McLaren,2158,80,2205,2
1996,12,Minardi,1792,80,1764,8
1996,12,Sauber,1908,80,1680,9
1996,12,Tyrrell,1917,80,1978,5
1996,12,Williams,2407,80,2468,0
1996,13,Benetton,2253,80,2150,3
1996,13,Ferrari,2077,80,2415,0
1996,13,Footwork,1867,80,1969,5
1996,13,Jordan,2000,80,1867,7
1996,13,Ligier,1972,80,1791,8
1996,13,McLaren,2169,80,2209,2
1996,13,Minardi,1815,80,1902,6
1996,13,Sauber,1860,80,1673,9
1996,13,Tyrrell,1942,80,2038,4
1996,13,Williams,2395,80,2350,1
1996,14,Benetton,2266,80,2312,1
1996,14,Ferrari,2149,80,2411,0
1996,14,Footwork,1877,80,1912,6
1996,14,Jordan,2024,80,2113,3
1996,14,Ligier,1989,80,2045,4
1996,14,McLaren,2177,80,2209,2
1996,14,Minardi,1784,80,1662,9
1996,14,Sauber,1857,80,1848,7
1996,14,Tyrrell,1910,80,1786,8
1996,14,Williams,2341,80,2018,5
1996,15,Benetton,2259,80,2233,2
1996,15,Ferrari,2189,80,2297,1
1996,15,Footwork,1856,80,1775,8
1996,15,Jordan,2032,80,2061,4
1996,15,Ligier,1990,80,1994,5
1996,15,McLaren,2130,80,1880,7
1996,15,Minardi,1756,80,1651,9
1996,15,Sauber,1906,80,2112,3
1996,15,Tyrrell,1913,80,1921,6
1996,15,Williams,2366,80,2447,0
1996,16,Benetton,2239,80,2160,3
1996,16,Ferrari,2218,80,2306,1
1996,16,Footwork,1854,80,1849,7
1996,16,Jordan,2039,80,2064,4
1996,16,Ligier,1978,80,1934,6
1996,16,McLaren,2149,80,2214,2
1996,16,Minardi,1756,80,1754,8
1996,16,Sauber,1925,80,1986,5
1996,16,Tyrrell,1869,80,1671,9
1996,16,Williams,2387,80,2460,0
1997,1,Arrows,1819,80,1826,7
1997,1,Benetton,2237,80,2230,2
1997,1,Ferrari,2240,80,2315,1
1997,1,Jordan,1982,80,1553,10
1997,1,McLaren,2198,80,2426,0
1997,1,Minardi,1784,80,1893,6
1997,1,Prost,2028,171,2135,3
1997,1,Sauber,1956,80,2065,4
1997,1,Stewart,1698,171,1736,8
1997,1,Tyrrell,1832,80,1696,9
1997,1,Williams,2331,80,2041,5
1997,2,Arrows,1795,80,1699,9
1997,2,Benetton,2255,80,2323,1
1997,2,Ferrari,2211,80,2110,4
1997,2,Jordan,1972,80,1942,6
1997,2,McLaren,2192,80,2176,3
1997,2,Minardi,1798,80,1848,7
1997,2,Prost,2122,130,2228,2
1997,2,Sauber,1967,80,2004,5
1997,2,Stewart,1625,130,1548,10
1997,2,Tyrrell,1821,80,1784,8
1997,2,Williams,2361,80,2453,0
1997,3,Arrows,1774,80,1688,9
1997,3,Benetton,2215,80,2036,5
1997,3,Ferrari,2237,80,2327,1
1997,3,Jordan,2020,80,2218,2
1997,3,McLaren,2172,80,2101,4
1997,3,Minardi,1807,80,1841,7
1997,3,Prost,1976,111,1584,10
1997,3,Sauber,2002,80,2142,3
1997,3,Stewart,1670,111,1746,8
1997,3,Tyrrell,1841,80,1914,6
1997,3,Williams,2386,80,2470,0
1997,4,Arrows,1757,80,1693,9
1997,4,Benetton,2204,80,2165,3
1997,4,Ferrari,2256,80,2325,1
1997,4,Jordan,2061,80,2212,2
1997,4,McLaren,2155,80,2091,4
1997,4,Minardi,1801,80,1780,8
1997,4,Prost,1957,100,1937,6
1997,4,Sauber,2002,80,2003,5
1997,4,Stewart,1635,100,1553,10
1997,4,Tyrrell,1844,80,1856,7
1997,4,Williams,2406,80,2475,0
1997,5,Arrows,1722,80,1569,10
1997,5,Benetton,2170,80,2033,5
1997,5,Ferrari,2294,80,2452,0
1997,5,Jordan,2066,80,2083,4
1997,5,McLaren,2098,80,1720,9
1997,5,Minardi,1825,80,1917,6
1997,5,Prost,2036,94,2216,2
1997,5,Sauber,1963,80,1802,8
1997,5,Stewart,1718,94,2299,1
1997,5,Tyrrell,1893,80,2131,3
1997,5,Williams,2343,80,1895,7
1997,6,Arrows,1693,80,1583,10
1997,6,Benetton,2182,80,2226,2
