season,round,engine,rating_mu,rating_sig,perf_score,place
1963,1,BRM,1609,80,1772,1
1963,1,Climax,1696,80,1705,2
1963,1,De Tomaso,1431,171,1418,6
1963,1,Ferrari,1829,80,1931,0
1963,1,Lola,1598,82,1612,3
1963,1,Porsche,1601,80,1347,7
1963,1,Scirocco,1488,171,1485,5
1963,2,ATS,1461,130,1378,6
1963,2,BRM,1620,80,1653,2
1963,2,BRP,1255,171,1208,7
1963,2,Climax,1734,80,1910,0
1963,2,Ferrari,1783,80,1594,4
1963,2,Lola,1574,81,1490,5
1963,2,Porsche,1639,80,1780,1
1963,2,Scirocco,1565,130,1653,2
1963,3,ATS,1430,111,1375,6
1963,3,BRM,1624,80,1639,3
1963,3,BRP,1505,130,1774,1
1963,3,Climax,1733,80,1727,2
1963,3,Ferrari,1813,80,1913,0
1963,3,Lola,1555,81,1488,5
1963,3,Porsche,1623,80,1572,4
1963,3,Scirocco,1465,111,1257,7
1963,4,ATS,1407,100,1353,6
1963,4,BRM,1653,80,1762,1
1963,4,BRP,1555,111,1591,3
1963,4,Climax,1765,80,1897,0
1963,4,De Tomaso,1338,130,1228,7
1963,4,Ferrari,1763,80,1557,4
1963,4,Lola,1579,81,1667,2
1963,4,Scirocco,1457,100,1443,5
1963,5,ATS,1352,94,1158,9
1963,5,BRM,1680,80,1788,1
1963,5,BRP,1487,100,1377,7
1963,5,Climax,1743,80,1661,3
1963,5,De Tomaso,1310,111,1263,8
1963,5,Ferrari,1798,80,1913,0
1963,5,Gilby,1284,100,1479,5
1963,5,Lola,1605,80,1702,2
1963,5,Porsche,1614,80,1581,4
1963,5,Scirocco,1451,94,1437,6
1963,6,ATS,1330,89,1265,6
1963,6,BRM,1690,80,1723,1
1963,6,Climax,1719,80,1633,3
1963,6,Ferrari,1826,80,1919,0
1963,6,Lola,1572,80,1444,5
1963,6,Porsche,1637,80,1723,1
1963,6,Scirocco,1466,89,1508,4
1963,7,ATS,1376,86,1544,4
1963,7,BRM,1696,80,1720,2
1963,7,BRP,1571,94,1779,1
1963,7,Climax,1757,80,1912,0
1963,7,Ferrari,1771,80,1528,5
1963,7,Lola,1586,80,1635,3
1963,7,Maserati,1354,80,1219,8
1963,7,Porsche,1599,80,1443,6
1963,7,Scirocco,1438,86,1343,7
1963,8,ATS,1354,84,1287,6
1963,8,BRM,1698,80,1703,2
1963,8,Climax,1775,80,1835,0
1963,8,Ferrari,1787,80,1835,0
1963,8,Lola,1561,80,1468,5
1963,8,Porsche,1601,80,1608,3
1963,8,Stebro,1525,171,1529,4
1963,9,ATS,1404,83,1602,3
1963,9,BRM,1718,80,1798,1
1963,9,Climax,1806,80,1923,0
1963,9,Ferrari,1743,80,1579,4
1963,9,Ford,1560,80,1345,6
1963,9,Lola,1540,80,1461,5
1963,9,Porsche,1623,80,1703,2
1963,10,Alfa Romeo,1629,80,1434,7
1963,10,BRM,1693,80,1593,4
1963,10,Climax,1836,80,1952,0
1963,10,Ferrari,1765,80,1836,1
1963,10,Ford,1545,80,1500,6
1963,10,LDS,1626,130,1688,3
1963,10,Lola,1496,80,1301,8
1963,10,Maserati,1398,80,1593,4
1963,10,Porsche,1649,80,1747,2
1964,1,BRM,1731,80,1898,0
1964,1,BRP,1561,89,1540,3
1964,1,Climax,1829,80,1804,1
1964,1,Ferrari,1747,80,1686,2
1964,1,Scirocco,1422,84,1370,4
1964,2,BRM,1721,80,1687,2
1964,2,Climax,1825,80,1809,1
1964,2,Ferrari,1782,80,1913,0
1964,2,Porsche,1627,80,1546,3
1964,3,BRM,1713,80,1683,2
1964,3,BRP,1610,86,1758,1
1964,3,Climax,1846,80,1931,0
1964,3,Ferrari,1741,80,1583,3
1964,3,Scirocco,1409,83,1361,4
1964,4,BRM,1716,80,1727,1
1964,4,BRP,1586,84,1520,3
1964,4,Climax,1865,80,1935,0
1964,4,Ferrari,1737,80,1727,1
1964,5,BRM,1711,80,1694,2
1964,5,BRP,1583,83,1572,3
1964,5,Climax,1856,80,1823,1
1964,5,Ferrari,1775,80,1918,0
1964,5,Ford,1521,80,1440,4
1964,6,BRM,1725,80,1777,1
1964,6,Climax,1823,80,1687,2
1964,6,Ferrari,1807,80,1926,0
1964,6,Honda,1412,171,1395,3
1964,7,BRM,1716,80,1682,2
1964,7,BRP,1621,82,1763,1
1964,7,Climax,1777,80,1568,3
1964,7,Ferrari,1834,80,1932,0
1964,8,BRM,1694,80,1609,3
1964,8,BRP,1657,81,1787,1
1964,8,Climax,1764,80,1719,2
1964,8,Derrington,1463,171,1456,4
1964,8,Ferrari,1859,80,1950,0
1964,8,Honda,1363,130,1307,5
1964,9,BRM,1714,80,1788,1
1964,9,BRP,1662,81,1680,2
1964,9,Climax,1729,80,1592,3
1964,9,Ferrari,1878,80,1949,0
1964,9,Honda,1349,111,1324,4
1964,10,BRM,1708,80,1685,2
1964,10,BRP,1638,81,1550,3
1964,10,Climax,1743,80,1792,1
1964,10,Ferrari,1895,80,1956,0
1965,1,Alfa Romeo,1602,80,1530,4
1965,1,BRM,1710,80,1719,2
1965,1,Climax,1760,80,1819,1
1965,1,Ferrari,1912,80,1979,0
1965,1,Ford,1539,80,1600,3
1965,1,Maserati,1375,80,1298,6
1965,1,RE,1426,171,1412,5
1965,2,BRM,1723,80,1774,1
1965,2,Climax,1738,80,1656,2
1965,2,Ferrari,1925,80,1972,0
1965,2,Honda,1344,100,1330,3
1965,3,BRM,1708,80,1650,2
1965,3,Climax,1774,80,1925,0
1965,3,Ferrari,1869,80,1484,3
1965,3,Honda,1411,94,1723,1
1965,4,BRM,1695,80,1645,2
1965,4,Climax,1777,80,1786,1
1965,4,Ferrari,1888,80,1947,0
1965,4,Honda,1403,89,1383,3
1965,5,BRM,1684,80,1640,2
1965,5,Climax,1780,80,1789,1
1965,5,Ferrari,1904,80,1958,0
1965,5,Honda,1396,86,1376,3
1965,6,BRM,1645,80,1466,3
1965,6,Climax,1783,80,1796,0
1965,6,Ferrari,1861,80,1686,2
1965,6,Honda,1458,84,1796,0
1965,7,BRM,1632,80,1586,2
1965,7,Climax,1809,80,1911,0
1965,7,Ferrari,1844,80,1791,1
1965,8,BRM,1628,80,1614,2
1965,8,Climax,1804,80,1785,1
1965,8,Ferrari,1864,80,1932,0
1965,8,Honda,1446,83,1411,3
1965,9,BRM,1596,80,1460,3
1965,9,Climax,1800,80,1786,1
1965,9,Ferrari,1881,80,1942,0
1965,9,Honda,1473,82,1562,2
1965,10,BRM,1597,80,1600,2
1965,10,Climax,1797,80,1784,1
1965,10,Ferrari,1825,80,1498,3
1965,10,Honda,1537,81,1878,0
1966,1,BRM,1607,171,1618,2
1966,1,Climax,1524,171,1500,3
1966,1,Ferrari,1926,171,1977,0
1966,1,Ford,1203,171,1141,5
1966,1,Maserati,1697,171,1746,1
1966,1,Repco,1362,171,1336,4
1966,2,BRM,1570,130,1529,3
1966,2,Climax,1460,130,1386,4
1966,2,Ferrari,1964,130,2007,0
1966,2,Maserati,1738,130,1784,1
1966,2,Repco,1477,130,1603,2
1966,2,Serenissima,1235,171,1184,5
1966,3,BRM,1501,111,1359,4
1966,3,Climax,1465,111,1472,3
1966,3,Ferrari,1921,111,1837,1
1966,3,Maserati,1707,111,1649,2
1966,3,Repco,1612,111,1907,0
1966,4,BRM,1515,100,1546,3
1966,4,Climax,1458,100,1441,4
1966,4,Ferrari,1824,100,1361,5
1966,4,Maserati,1728,100,1780,1
1966,4,Repco,1719,100,1912,0
1966,4,Serenissima,1428,130,1623,2
1966,4,Shannon,1178,171,1115,6
1966,5,BRM,1568,94,1736,1
1966,5,Climax,1435,94,1366,4
1966,5,Ferrari,1775,94,1686,2
1966,5,Maserati,1687,94,1559,3
1966,5,Repco,1779,94,1899,0
1966,6,BRM,1559,89,1533,3
1966,6,Climax,1419,89,1364,4
1966,6,Ferrari,1746,89,1678,2
1966,6,Maserati,1706,89,1762,1
1966,6,Repco,1815,89,1905,0
1966,7,BRM,1564,86,1579,3
1966,7,Climax,1425,86,1446,4
1966,7,Ferrari,1791,86,1925,0
1966,7,Honda,1367,171,1338,5
1966,7,Maserati,1704,86,1699,2
1966,7,Repco,1815,86,1816,1
1966,7,Weslake,1247,171,1198,6
1966,8,BRM,1604,84,1764,1
1966,8,Climax,1416,84,1385,5
1966,8,Ferrari,1715,84,1305,6
1966,8,Ford,1434,130,1653,2
1966,8,Honda,1466,130,1574,3
1966,8,Maserati,1744,84,1908,0
1966,8,Repco,1761,84,1544,4
1966,8,Weslake,1170,130,1080,7
1966,9,BRM,1562,83,1403,4
1966,9,Climax,1434,83,1505,3
1966,9,Ford,1417,111,1403,4
1966,9,Honda,1520,111,1605,2
1966,9,Maserati,1772,83,1870,0
1966,9,Repco,1758,83,1750,1
1966,9,Weslake,1147,111,1106,6
1967,1,BRM,1521,82,1372,4
1967,1,Climax,1442,82,1470,3
1967,1,Honda,1574,100,1702,1
1967,1,Maserati,1795,82,1876,0
1967,1,Repco,1731,82,1642,2
1967,2,BRM,1555,81,1672,2
1967,2,Climax,1452,81,1492,4
1967,2,Ferrari,1737,83,1789,1
1967,2,Honda,1532,94,1421,5
1967,2,Maserati,1761,81,1631,3
1967,2,Matra,1134,171,1063,7
1967,2,Repco,1769,81,1908,0
1967,2,Weslake,1162,100,1196,6
1967,3,BRM,1529,81,1442,5
1967,3,Climax,1478,81,1587,3
1967,3,Ferrari,1729,82,1709,2
1967,3,Ford,1541,100,1884,0
1967,3,Honda,1484,89,1339,6
1967,3,Maserati,1719,81,1551,4
1967,3,Repco,1777,81,1802,1
1967,3,Weslake,1149,94,1111,7
1967,4,BRM,1575,81,1758,1
1967,4,Climax,1470,81,1441,5
1967,4,Ferrari,1723,81,1702,2
1967,4,Ford,1536,94,1527,4
1967,4,Honda,1424,86,1198,7
1967,4,Maserati,1697,81,1625,3
1967,4,Repco,1718,81,1373,6
1967,4,Weslake,1217,89,1867,0
1967,5,BRM,1612,80,1738,1
1967,5,Climax,1430,80,1244,6
1967,5,Ferrari,1696,81,1600,3
1967,5,Ford,1494,89,1394,5
1967,5,Maserati,1692,80,1674,2
1967,5,Repco,1755,80,1873,0
1967,5,Weslake,1275,86,1440,4
1967,6,ATS,1152,171,1094,8
1967,6,BRM,1579,80,1470,5
1967,6,Climax,1416,80,1366,6
1967,6,Ferrari,1695,81,1693,2
1967,6,Ford,1569,86,1865,0
1967,6,Honda,1448,84,1515,4
1967,6,Maserati,1677,80,1621,3
1967,6,Repco,1762,80,1785,1
1967,6,Weslake,1265,84,1238,7
1967,7,BRM,1555,80,1472,5
1967,7,Ferrari,1714,80,1783,1
1967,7,Ford,1576,84,1591,3
1967,7,Honda,1496,83,1672,2
1967,7,Lola,1400,171,1381,6
1967,7,Maserati,1659,80,1591,3
1967,7,Matra,1132,130,1130,8
1967,7,Protos,1084,171,1002,9
1967,7,Repco,1793,80,1909,0
1967,7,Weslake,1268,83,1277,7
1967,8,BRM,1541,80,1493,4
1967,8,Climax,1381,80,1242,6
1967,8,Ferrari,1690,80,1600,3
1967,8,Ford,1597,83,1658,2
1967,8,Maserati,1616,80,1409,5
1967,8,Repco,1816,80,1900,0
1967,8,Weslake,1333,82,1726,1
1967,9,BRM,1515,80,1418,5
1967,9,Ferrari,1657,80,1525,4
1967,9,Ford,1613,82,1663,2
1967,9,Honda,1560,82,1857,0
1967,9,Maserati,1610,80,1591,3
1967,9,Repco,1810,80,1787,1
1967,9,Weslake,1312,81,1253,6
1967,10,BRM,1494,80,1415,5
1967,10,Ferrari,1629,80,1523,4
1967,10,Ford,1630,81,1690,1
1967,10,Honda,1566,81,1583,3
1967,10,Maserati,1627,80,1690,1
1967,10,Repco,1829,80,1902,0
1967,10,Weslake,1295,81,1243,6
1967,11,BRM,1478,80,1422,5
1967,11,Climax,1360,80,1283,6
1967,11,Ferrari,1607,80,1525,4
1967,11,Ford,1644,81,1691,1
1967,11,Honda,1595,81,1691,1
1967,11,Maserati,1621,80,1598,3
1967,11,Repco,1847,80,1913,0
1968,1,BRM,1441,80,1274,7
1968,1,Climax,1361,80,1364,6
1968,1,Ferrari,1624,80,1686,2
1968,1,Ford,1670,81,1775,1
1968,1,Honda,1584,81,1547,4
1968,1,LDS,1321,171,1274,7
1968,1,Maserati,1620,80,1618,3
1968,1,Repco,1865,80,1938,0
1968,1,Weslake,1326,81,1435,5
1968,2,BRM,1489,80,1707,1
1968,2,Ferrari,1605,80,1532,3
1968,2,Ford,1709,80,1874,0
1968,2,Honda,1593,80,1623,2
1968,2,Repco,1809,80,1427,4
1968,3,BRM,1549,80,1824,0
1968,3,Ford,1689,80,1618,2
1968,3,Honda,1615,80,1701,1
1968,3,Matra,1222,111,1410,3
1968,3,Repco,1735,80,1209,5
1968,3,Weslake,1324,80,1315,4
1968,4,BRM,1548,80,1546,3
1968,4,Ferrari,1647,80,1835,0
1968,4,Ford,1699,80,1736,1
1968,4,Honda,1584,80,1459,4
1968,4,Matra,1330,100,1602,2
1968,4,Repco,1650,80,1313,5
1968,5,BRM,1526,80,1453,4
1968,5,Ferrari,1664,80,1722,1
1968,5,Ford,1672,80,1567,3
1968,5,Honda,1537,80,1331,5
1968,5,Matra,1444,94,1809,0
1968,5,Repco,1647,80,1639,2
1968,6,BRM,1546,80,1612,2
1968,6,Ferrari,1697,80,1825,0
1968,6,Ford,1648,80,1558,3
1968,6,Honda,1572,80,1696,1
1968,6,Matra,1442,89,1438,4
1968,6,Repco,1585,80,1359,5
1968,7,BRM,1530,80,1477,4
1968,7,Ferrari,1726,80,1832,0
1968,7,Ford,1662,80,1714,1
1968,7,Honda,1584,80,1624,2
1968,7,Matra,1423,86,1376,5
1968,7,Repco,1577,80,1555,3
1968,7,Weslake,1304,80,1233,6
1968,8,BRM,1514,80,1456,5
1968,8,Ferrari,1714,80,1672,2
1968,8,Ford,1679,80,1741,1
1968,8,Honda,1526,80,1216,8
1968,8,Lola,1449,130,1504,4
1968,8,Matra,1396,84,1318,7
1968,8,McLaren,1401,171,1382,6
1968,8,Repco,1631,80,1840,0
1968,8,Weslake,1350,80,1554,3
1968,9,BRM,1498,80,1441,4
1968,9,Ferrari,1741,80,1844,0
1968,9,Ford,1689,80,1725,1
1968,9,Honda,1505,80,1441,4
1968,9,Matra,1442,83,1604,2
1968,9,Repco,1613,80,1560,3
1968,9,Weslake,1324,80,1236,6
1968,10,BRM,1504,80,1526,3
1968,10,Ferrari,1721,80,1647,2
1968,10,Ford,1719,80,1841,0
1968,10,Honda,1466,80,1329,5
1968,10,Matra,1494,82,1691,1
1968,10,Repco,1578,80,1459,4
1968,11,BRM,1509,80,1528,3
1968,11,Ferrari,1671,80,1425,5
1968,11,Ford,1746,80,1851,0
1968,11,Honda,1515,80,1699,1
1968,11,Matra,1446,81,1287,6
1968,11,McLaren,1506,130,1623,2
1968,11,Repco,1567,80,1528,3
1968,12,BRM,1528,80,1602,2
1968,12,Ferrari,1613,80,1349,5
1968,12,Ford,1767,80,1849,0
1968,12,Honda,1555,80,1690,1
1968,12,Matra,1463,81,1513,3
1968,12,Repco,1542,80,1450,4
1969,1,BRM,1552,80,1646,1
1969,1,Ferrari,1571,80,1432,3
1969,1,Ford,1782,80,1835,0
1969,1,Repco,1541,80,1540,2
1969,2,BRM,1564,80,1608,1
1969,2,Ferrari,1547,80,1470,2
1969,2,Ford,1791,80,1827,0
1969,3,BRM,1538,80,1434,3
1969,3,Ferrari,1549,80,1555,2
1969,3,Ford,1805,80,1856,0
1969,3,Maserati,1632,80,1679,1
1969,4,BRM,1519,80,1451,2
1969,4,Ferrari,1582,80,1707,0
1969,4,Ford,1785,80,1707,0
1969,5,Ferrari,1575,80,1552,1
1969,5,Ford,1791,80,1814,0
1969,6,BRM,1504,80,1446,2
1969,6,Ferrari,1582,80,1609,1
1969,6,Ford,1799,80,1831,0
1969,7,BRM,1500,80,1488,1
1969,7,Ford,1803,80,1815,0
1969,8,BRM,1487,80,1436,2
1969,8,Ferrari,1589,80,1611,1
1969,8,Ford,1810,80,1840,0
1969,9,BRM,1510,80,1601,1
1969,9,Climax,1348,80,1298,3
1969,9,Ferrari,1570,80,1500,2
1969,9,Ford,1818,80,1849,0
1969,10,BRM,1554,80,1761,0
1969,10,Ferrari,1578,80,1608,1
1969,10,Ford,1771,80,1507,2
1969,11,BRM,1566,80,1609,1
1969,11,Ferrari,1557,80,1474,2
1969,11,Ford,1782,80,1821,0
1970,1,BRM,1540,80,1444,4
1970,1,Climax,1404,80,1797,0
1970,1,De Tomaso,1163,171,1116,6
1970,1,Ferrari,1517,80,1335,5
1970,1,Ford,1758,80,1668,2
1970,1,March,1690,171,1727,1
1970,1,Matra,1476,81,1516,3
1970,2,BRM,1518,80,1438,4
1970,2,Climax,1446,80,1585,2
1970,2,De Tomaso,1132,130,1098,6
1970,2,Ferrari,1480,80,1335,5
1970,2,Ford,1755,80,1746,1
1970,2,March,1772,130,1869,0
1970,2,Matra,1484,80,1510,3
1970,3,BRM,1517,80,1511,3
1970,3,Climax,1511,80,1821,0
1970,3,De Tomaso,1177,111,1263,5
1970,3,Ferrari,1430,80,1197,6
1970,3,Ford,1752,80,1739,1
1970,3,March,1669,111,1453,4
1970,3,Matra,1506,80,1589,2
1970,4,BRM,1565,80,1803,0
1970,4,Climax,1491,80,1437,4
1970,4,De Tomaso,1161,100,1124,6
1970,4,Ferrari,1448,80,1504,3
1970,4,Ford,1698,80,1363,5
1970,4,March,1685,100,1711,1
1970,4,Matra,1525,80,1595,2
1970,5,BRM,1539,80,1453,4
1970,5,Climax,1457,80,1346,5
1970,5,De Tomaso,1150,94,1117,6
1970,5,Ferrari,1493,80,1678,1
1970,5,Ford,1682,80,1630,2
1970,5,March,1726,94,1830,0
1970,5,Matra,1525,80,1526,3
1970,6,Alfa Romeo,1264,171,1209,6
1970,6,BRM,1523,80,1469,4
1970,6,Climax,1492,80,1609,2
1970,6,Ferrari,1465,80,1370,5
1970,6,Ford,1693,80,1729,1
1970,6,March,1760,89,1859,0
1970,6,Matra,1529,80,1543,3
1970,7,Alfa Romeo,1210,130,1150,7
1970,7,BRM,1513,80,1478,4
1970,7,Climax,1543,80,1748,0
1970,7,Ferrari,1498,80,1617,2
1970,7,Ford,1705,80,1748,0
1970,7,March,1718,86,1581,3
1970,7,Matra,1495,80,1347,6
1970,7,Surtees,1418,171,1403,5
1970,8,BRM,1473,80,1296,6
1970,8,Climax,1562,80,1621,2
1970,8,Ferrari,1546,80,1741,0
1970,8,Ford,1713,80,1741,0
1970,8,March,1669,84,1497,4
1970,8,Matra,1505,80,1542,3
1970,8,Surtees,1400,130,1380,5
1970,9,Alfa Romeo,1277,111,1408,5
1970,9,BRM,1506,80,1629,2
1970,9,Bellasi,1074,171,989,9
1970,9,Climax,1595,80,1718,1
1970,9,De Tomaso,1143,89,1123,8
1970,9,Ferrari,1599,80,1828,0
1970,9,Ford,1662,80,1389,6
1970,9,March,1634,83,1522,4
1970,9,Matra,1518,80,1566,3
1970,9,Surtees,1358,111,1272,7
1970,10,Alfa Romeo,1337,100,1472,4
1970,10,BRM,1489,80,1431,5
1970,10,Climax,1589,80,1570,3
1970,10,De Tomaso,1154,86,1192,7
1970,10,Ferrari,1645,80,1814,0
1970,10,Ford,1606,80,1367,6
1970,10,March,1654,82,1715,1
1970,10,Matra,1540,80,1625,2
1970,10,Surtees,1294,100,1105,8
1970,11,Alfa Romeo,1319,94,1277,7
1970,11,BRM,1520,80,1635,2
1970,11,Climax,1532,80,1201,8
1970,11,De Tomaso,1189,84,1332,6
1970,11,Ferrari,1686,80,1836,0
1970,11,Ford,1571,80,1463,5
1970,11,March,1671,81,1731,1
1970,11,Matra,1535,80,1519,4
1970,11,Surtees,1359,94,1558,3
1970,11,Tyrrell,1090,171,1009,9
1970,12,BRM,1571,80,1808,0
1970,12,Climax,1487,80,1339,6
1970,12,De Tomaso,1160,83,1054,8
1970,12,Ferrari,1682,80,1668,1
1970,12,Ford,1595,80,1668,1
1970,12,March,1650,81,1576,3
1970,12,Matra,1513,80,1423,5
1970,12,Surtees,1390,89,1470,4
1970,12,Tyrrell,1127,130,1163,7
1970,13,BRM,1568,80,1561,3
1970,13,Climax,1447,80,1316,6
1970,13,Ferrari,1713,80,1829,0
1970,13,Ford,1572,80,1497,4
1970,13,March,1665,81,1716,1
1970,13,Matra,1535,80,1620,2
1970,13,Surtees,1390,86,1393,5
1970,13,Tyrrell,1109,111,1078,7
1971,1,Alfa Romeo,1297,89,1235,7
1971,1,BRM,1507,80,1126,8
1971,1,Brabham,1347,171,1318,6
1971,1,Ferrari,1738,80,1834,0
1971,1,Ford,1543,80,1440,4
1971,1,Matra,1551,80,1610,2
1971,1,McLaren,1519,111,1540,3
1971,1,Surtees,1402,84,1440,4
1971,1,Tyrrell,1204,100,1672,1
1971,2,Alfa Romeo,1256,86,1110,8
1971,2,BRM,1512,80,1526,3
1971,2,Brabham,1365,130,1385,5
1971,2,Ferrari,1733,80,1716,1
1971,2,Ford,1494,80,1258,7
1971,2,Matra,1561,80,1600,2
1971,2,McLaren,1502,100,1464,4
1971,2,Surtees,1385,83,1327,6
1971,2,Tyrrell,1342,94,1781,0
1971,3,BRM,1484,80,1389,5
1971,3,Brabham,1340,111,1291,6
1971,3,Ferrari,1727,80,1706,1
1971,3,Ford,1515,80,1583,2
1971,3,Matra,1509,80,1211,7
1971,3,McLaren,1506,94,1518,3
1971,3,Surtees,1397,82,1439,4
1971,3,Tyrrell,1490,89,1772,0
1971,4,BRM,1524,80,1677,1
1971,4,Brabham,1374,100,1463,4
1971,4,Ferrari,1749,80,1835,0
1971,4,Ford,1478,80,1343,6
1971,4,Matra,1516,80,1539,3
1971,4,McLaren,1470,89,1343,6
1971,4,Pratt &amp; Whitney,1168,171,1104,8
1971,4,Surtees,1434,81,1591,2
1971,4,Tyrrell,1463,86,1421,5
1971,5,Alfa Romeo,1254,84,1249,7
1971,5,BRM,1558,80,1674,1
1971,5,Brabham,1365,94,1341,6
1971,5,Ferrari,1690,80,1184,8
1971,5,Ford,1482,80,1492,3
1971,5,Matra,1534,80,1595,2
1971,5,McLaren,1456,86,1413,5
1971,5,Surtees,1447,81,1492,3
1971,5,Tyrrell,1543,84,1783,0
1971,6,Alfa Romeo,1262,83,1291,7
1971,6,BRM,1543,80,1496,4
1971,6,Brabham,1378,89,1419,5
1971,6,Ferrari,1615,80,1127,9
1971,6,Ford,1520,80,1675,1
1971,6,Matra,1537,80,1549,3
1971,6,McLaren,1413,84,1238,8
1971,6,Pratt &amp; Whitney,1261,130,1350,6
1971,6,Surtees,1478,81,1599,2
1971,6,Tyrrell,1606,83,1788,0
1971,7,Alfa Romeo,1279,82,1340,6
1971,7,BRM,1520,80,1438,5
1971,7,Brabham,1421,86,1594,2
1971,7,Ferrari,1636,80,1689,1
1971,7,Ford,1527,80,1548,3
1971,7,Matra,1494,80,1300,7
1971,7,McLaren,1367,83,1178,8
1971,7,Surtees,1480,80,1488,4
1971,7,Tyrrell,1652,82,1790,0
1971,8,Alfa Romeo,1296,81,1358,5
1971,8,BRM,1567,80,1773,0
1971,8,Brabham,1468,84,1656,1
1971,8,Ferrari,1563,80,1208,7
1971,8,Ford,1541,80,1590,2
1971,8,McLaren,1384,82,1439,4
1971,8,Surtees,1488,80,1518,3
1971,8,Tyrrell,1585,81,1322,6
1971,9,Alfa Romeo,1287,81,1255,8
1971,9,BRM,1612,80,1780,0
1971,9,Bellasi,1028,130,978,10
1971,9,Brabham,1439,83,1343,7
1971,9,Ferrari,1482,80,1193,9
1971,9,Ford,1569,80,1678,1
1971,9,Matra,1495,80,1500,4
1971,9,McLaren,1397,81,1438,5
1971,9,Pratt &amp; Whitney,1307,111,1377,6
1971,9,Surtees,1501,80,1550,3
1971,9,Tyrrell,1594,81,1616,2
1971,10,BRM,1584,80,1494,4
1971,10,Brabham,1397,82,1240,7
1971,10,Ferrari,1499,80,1536,3
1971,10,Ford,1577,80,1606,2
1971,10,Matra,1479,80,1421,5
1971,10,McLaren,1444,81,1660,1
1971,10,Surtees,1472,80,1351,6
1971,10,Tyrrell,1637,81,1783,0
1971,11,Alfa Romeo,1300,81,1347,6
1971,11,BRM,1607,80,1683,1
1971,11,Brabham,1428,81,1533,3
1971,11,Ferrari,1525,80,1602,2
1971,11,Ford,1530,80,1308,7
1971,11,Matra,1481,80,1487,4
1971,11,McLaren,1440,81,1428,5
1971,11,Surtees,1424,80,1194,8
1971,11,Tyrrell,1672,80,1794,0
1972,1,BRM,1568,80,1424,6
1972,1,Brabham,1436,81,1463,5
1972,1,Ferrari,1553,80,1642,2
1972,1,Ford,1491,80,1348,7
1972,1,March,1639,80,1543,4
1972,1,Matra,1438,80,1242,8
1972,1,McLaren,1489,80,1706,1
1972,1,Surtees,1457,80,1573,3
1972,1,Tyrrell,1707,80,1836,0
1972,2,BRM,1536,80,1422,6
1972,2,Brabham,1455,81,1518,4
1972,2,Ferrari,1574,80,1644,2
1972,2,Ford,1537,80,1709,1
1972,2,March,1630,80,1595,3
1972,2,Matra,1416,80,1339,7
1972,2,McLaren,1547,80,1813,0
1972,2,Surtees,1412,80,1242,8
1972,2,Tyrrell,1663,80,1490,5
1972,3,BRM,1485,80,1250,8
1972,3,Brabham,1458,80,1468,5
1972,3,Ferrari,1603,80,1714,1
1972,3,Ford,1591,80,1811,0
1972,3,March,1611,80,1541,4
1972,3,Matra,1399,80,1336,7
1972,3,McLaren,1556,80,1585,3
1972,3,Surtees,1459,80,1630,2
1972,3,Tyrrell,1613,80,1430,6
1972,4,BRM,1544,80,1804,0
1972,4,Brabham,1434,80,1345,7
1972,4,Ferrari,1627,80,1716,1
1972,4,Ford,1605,80,1647,2
1972,4,March,1559,80,1258,8
1972,4,Matra,1413,80,1464,5
1972,4,McLaren,1551,80,1534,4
1972,4,Surtees,1448,80,1414,6
1972,4,Tyrrell,1608,80,1593,3
1972,5,BRM,1518,80,1443,6
1972,5,Brabham,1420,80,1369,7
1972,5,Ferrari,1574,80,1306,8
1972,5,Ford,1649,80,1831,0
1972,5,March,1557,80,1548,4
1972,5,Matra,1428,80,1482,5
1972,5,McLaren,1574,80,1654,2
1972,5,Surtees,1479,80,1589,3
1972,5,Tecno,1193,171,1133,9
1972,5,Tyrrell,1636,80,1729,1
1972,6,BRM,1466,80,1257,8
1972,6,Brabham,1419,80,1414,6
1972,6,Ferrari,1527,80,1363,7
1972,6,Ford,1668,80,1729,1
1972,6,March,1565,80,1592,3
1972,6,Matra,1467,80,1637,2
1972,6,McLaren,1555,80,1489,5
1972,6,Surtees,1491,80,1531,4
1972,6,Tyrrell,1675,80,1827,0
1972,7,BRM,1447,80,1386,7
1972,7,Brabham,1423,80,1437,6
1972,7,Ferrari,1533,80,1550,4
1972,7,Ford,1705,80,1851,0
1972,7,March,1552,80,1504,5
1972,7,Matra,1494,80,1596,3
1972,7,McLaren,1578,80,1662,2
1972,7,Politoys,1126,171,1053,10
1972,7,Surtees,1456,80,1320,8
1972,7,Tecno,1184,130,1174,9
1972,7,Tyrrell,1692,80,1747,1
1972,8,BRM,1489,80,1647,2
1972,8,Brabham,1444,80,1530,4
1972,8,Ferrari,1587,80,1831,0
1972,8,Ford,1644,80,1299,8
1972,8,March,1586,80,1728,1
1972,8,Matra,1467,80,1367,7
1972,8,McLaren,1583,80,1601,3
1972,8,Surtees,1449,80,1425,6
1972,8,Tecno,1156,111,1101,9
1972,8,Tyrrell,1653,80,1503,5
1972,9,BRM,1504,80,1553,4
1972,9,Brabham,1420,80,1323,8
1972,9,Connew,1272,171,1229,9
1972,9,Ferrari,1518,80,1160,10
1972,9,Ford,1691,80,1848,0
1972,9,March,1559,80,1461,6
1972,9,Matra,1496,80,1602,3
1972,9,McLaren,1613,80,1738,1
1972,9,Surtees,1489,80,1658,2
