season,round,driver,rating_mu
2014,4,alonso,1848.24
2014,4,bottas,1729.63
2014,4,button,1614.11
2014,4,chilton,1406.64
2014,4,ericsson,1321.25
2014,4,grosjean,1423.07
2014,4,gutierrez,1409.77
2014,4,hamilton,1909.66
2014,4,hulkenberg,1808.13
2014,4,jules_bianchi,1376.76
2014,4,kevin_magnussen,1539.18
2014,4,kobayashi,1415.45
2014,4,kvyat,1632.64
2014,4,maldonado,1447.86
2014,4,massa,1582.5
2014,4,perez,1666.81
2014,4,raikkonen,1677.34
2014,4,ricciardo,1717.86
2014,4,rosberg,1973.08
2014,4,sutil,1260.45
2014,4,vergne,1450.84
2014,4,vettel,1815.61
2014,5,alonso,1846.39
2014,5,bottas,1783.65
2014,5,button,1615.16
2014,5,chilton,1349.48
2014,5,ericsson,1274.43
2014,5,grosjean,1542.56
2014,5,gutierrez,1405.64
2014,5,hamilton,1973.36
2014,5,hulkenberg,1751.96
2014,5,jules_bianchi,1347.85
2014,5,kevin_magnussen,1552.87
2014,5,kobayashi,1318.99
2014,5,kvyat,1577.02
2014,5,maldonado,1447.28
2014,5,massa,1562.92
2014,5,perez,1678.72
2014,5,raikkonen,1718.96
2014,5,ricciardo,1807.58
2014,5,rosberg,2004.53
2014,5,sutil,1286.62
2014,5,vergne,1323.89
2014,5,vettel,1857.01
2014,6,alonso,1883.33
2014,6,bottas,1629.77
2014,6,button,1698.88
2014,6,chilton,1395.95
2014,6,ericsson,1397.29
2014,6,grosjean,1620.32
2014,6,gutierrez,1414.49
2014,6,hamilton,2009.39
2014,6,hulkenberg,1803.25
2014,6,jules_bianchi,1480.04
2014,6,kevin_magnussen,1592.4
2014,6,kobayashi,1393.78
2014,6,kvyat,1451.52
2014,6,maldonado,1324.49
2014,6,massa,1649.57
2014,6,perez,1481.04
2014,6,raikkonen,1660.41
2014,6,ricciardo,1872.87
2014,6,rosberg,2050.66
2014,6,sutil,1284.29
2014,6,vergne,1328.2
2014,6,vettel,1604.9
2014,7,alonso,1872.63
2014,7,bottas,1688.81
2014,7,button,1779.61
2014,7,chilton,1307.53
2014,7,ericsson,1326.39
2014,7,grosjean,1547.63
2014,7,gutierrez,1438.07
2014,7,hamilton,1762.62
2014,7,hulkenberg,1833.43
2014,7,jules_bianchi,1343.2
2014,7,kevin_magnussen,1631.3
2014,7,kobayashi,1360.36
2014,7,kvyat,1428.23
2014,7,maldonado,1296.22
2014,7,massa,1617.45
2014,7,perez,1530.33
2014,7,raikkonen,1657.42
2014,7,ricciardo,1949.74
2014,7,rosberg,2069.96
2014,7,sutil,1370.57
2014,7,vergne,1481.05
2014,7,vettel,1734.32
2014,8,alonso,1881.63
2014,8,bottas,1790.2
2014,8,button,1719.78
2014,8,chilton,1316.61
2014,8,ericsson,1311.11
2014,8,grosjean,1523.81
2014,8,gutierrez,1366.33
2014,8,hamilton,1856.14
2014,8,hulkenberg,1787.65
2014,8,jules_bianchi,1376.72
2014,8,kevin_magnussen,1688.17
2014,8,kobayashi,1370.17
2014,8,kvyat,1309.65
2014,8,maldonado,1397.28
2014,8,massa,1727.27
2014,8,perez,1640.52
2014,8,raikkonen,1659.16
2014,8,ricciardo,1884.24
2014,8,rosberg,2103.32
2014,8,sutil,1428.99
2014,8,vergne,1375.99
2014,8,vettel,1512.14
2014,9,alonso,1872.91
2014,9,bottas,1877.18
2014,9,button,1797.59
2014,9,chilton,1339.71
2014,9,ericsson,1285.6
2014,9,grosjean,1541.74
2014,9,gutierrez,1304.44
2014,9,hamilton,1940.23
2014,9,hulkenberg,1776.23
2014,9,jules_bianchi,1414.95
2014,9,kevin_magnussen,1728.16
2014,9,kobayashi,1393.02
2014,9,kvyat,1455.28
2014,9,maldonado,1374.65
2014,9,massa,1509.34
2014,9,perez,1630.25
2014,9,raikkonen,1452.68
2014,9,ricciardo,1926.78
2014,9,rosberg,1812.51
2014,9,sutil,1465.71
2014,9,vergne,1481.14
2014,9,vettel,1646.77
2014,10,alonso,1882.12
2014,10,bottas,1935.52
2014,10,button,1782.34
2014,10,chilton,1337.73
2014,10,ericsson,1282.71
2014,10,grosjean,1395.45
2014,10,gutierrez,1367.29
2014,10,hamilton,1964.96
2014,10,hulkenberg,1784.45
2014,10,jules_bianchi,1421.91
2014,10,kevin_magnussen,1721.11
2014,10,kobayashi,1390.41
2014,10,kvyat,1359.05
2014,10,maldonado,1448.11
2014,10,massa,1358.69
2014,10,perez,1642.93
2014,10,raikkonen,1515.08
2014,10,ricciardo,1903.79
2014,10,rosberg,1905.91
2014,10,sutil,1382.85
2014,10,vergne,1498.71
2014,10,vettel,1745.75
2014,11,alonso,1943.26
2014,11,bottas,1877.12
2014,11,button,1738.35
2014,11,chilton,1353.15
2014,11,ericsson,1211.05
2014,11,grosjean,1306.23
2014,11,gutierrez,1354.71
2014,11,hamilton,1987.5
2014,11,hulkenberg,1561.96
2014,11,jules_bianchi,1425.47
2014,11,kevin_magnussen,1664.38
2014,11,kobayashi,1351.97
2014,11,kvyat,1402.43
2014,11,maldonado,1476.94
2014,11,massa,1544.35
2014,11,perez,1491.61
2014,11,raikkonen,1629.08
2014,11,ricciardo,1975.99
2014,11,rosberg,1927.34
2014,11,sutil,1467.46
2014,11,vergne,1572.93
2014,11,vettel,1763.59
2014,12,alonso,1902.31
2014,12,bottas,1924.16
2014,12,button,1778.08
2014,12,chilton,1366.49
2014,12,ericsson,1248.61
2014,12,grosjean,1265.01
2014,12,gutierrez,1385.49
2014,12,hamilton,1712.49
2014,12,hulkenberg,1599.54
2014,12,jules_bianchi,1377.0
2014,12,kevin_magnussen,1630.51
2014,12,kvyat,1515.3
2014,12,lotterer,1356.75
2014,12,maldonado,1359.7
2014,12,massa,1540.06
2014,12,perez,1589.15
2014,12,raikkonen,1738.31
2014,12,ricciardo,2031.55
2014,12,rosberg,1977.67
2014,12,sutil,1475.48
2014,12,vergne,1589.97
2014,12,vettel,1811.27
2014,13,alonso,1619.2
2014,13,bottas,1939.37
2014,13,button,1772.42
2014,13,chilton,1269.44
2014,13,ericsson,1220.53
2014,13,grosjean,1305.54
2014,13,gutierrez,1333.95
2014,13,hamilton,1840.69
2014,13,hulkenberg,1592.99
2014,13,jules_bianchi,1346.24
2014,13,kevin_magnussen,1645.9
2014,13,kobayashi,1347.45
2014,13,kvyat,1556.81
2014,13,maldonado,1406.2
2014,13,massa,1695.19
2014,13,perez,1667.09
2014,13,raikkonen,1730.44
2014,13,ricciardo,2003.08
2014,13,rosberg,2014.74
2014,13,sutil,1464.13
2014,13,vergne,1570.52
2014,13,vettel,1828.19
2014,14,alonso,1737.28
2014,14,bottas,1828.92
2014,14,button,1592.77
2014,14,chilton,1288.99
2014,14,ericsson,1290.57
2014,14,grosjean,1386.16
2014,14,gutierrez,1282.39
2014,14,hamilton,1932.81
2014,14,hulkenberg,1639.02
2014,14,jules_bianchi,1360.66
2014,14,kevin_magnussen,1655.66
2014,14,kobayashi,1258.5
2014,14,kvyat,1532.97
2014,14,maldonado,1471.9
2014,14,massa,1769.93
2014,14,perez,1718.3
2014,14,raikkonen,1742.36
2014,14,ricciardo,2018.02
2014,14,rosberg,1695.51
2014,14,sutil,1386.69
2014,14,vergne,1673.22
2014,14,vettel,1907.5
2014,15,alonso,1499.34
2014,15,bottas,1839.51
2014,15,button,1702.12
2014,15,chilton,1286.44
2014,15,ericsson,1306.08
2014,15,grosjean,1406.86
2014,15,gutierrez,1369.9
2014,15,hamilton,1996.54
2014,15,hulkenberg,1684.52
2014,15,jules_bianchi,1298.96
2014,15,kevin_magnussen,1594.79
2014,15,kobayashi,1245.95
2014,15,kvyat,1568.96
2014,15,maldonado,1445.35
2014,15,massa,1784.45
2014,15,perez,1701.79
2014,15,raikkonen,1683.25
2014,15,ricciardo,2009.24
2014,15,rosberg,1814.3
2014,15,sutil,1298.39
2014,15,vergne,1689.7
2014,15,vettel,1943.69
2014,16,alonso,1619.14
2014,16,bottas,1897.83
2014,16,button,1787.5
2014,16,chilton,1217.32
2014,16,ericsson,1269.53
2014,16,grosjean,1376.79
2014,16,gutierrez,1387.69
2014,16,hamilton,2047.75
2014,16,hulkenberg,1645.87
2014,16,kevin_magnussen,1699.57
2014,16,kobayashi,1206.05
2014,16,kvyat,1538.63
2014,16,maldonado,1385.1
2014,16,massa,1726.48
2014,16,perez,1689.47
2014,16,raikkonen,1694.06
2014,16,ricciardo,1949.58
2014,16,rosberg,1896.73
2014,16,sutil,1318.39
2014,16,vergne,1632.58
2014,16,vettel,1885.1
2014,17,alonso,1698.91
2014,17,bottas,1906.81
2014,17,button,1707.08
2014,17,grosjean,1442.97
2014,17,gutierrez,1398.61
2014,17,hamilton,2089.38
2014,17,hulkenberg,1542.56
2014,17,kevin_magnussen,1720.37
2014,17,kvyat,1487.96
2014,17,maldonado,1485.0
2014,17,massa,1804.39
2014,17,perez,1554.0
2014,17,raikkonen,1628.46
2014,17,ricciardo,1978.98
2014,17,rosberg,1956.9
2014,17,sutil,1272.97
2014,17,vergne,1639.79
2014,17,vettel,1863.12
2014,18,alonso,1752.78
2014,18,bottas,1825.13
2014,18,button,1791.28
2014,18,grosjean,1382.76
2014,18,gutierrez,1406.44
2014,18,hamilton,2107.26
2014,18,hulkenberg,1612.15
2014,18,kevin_magnussen,1714.97
2014,18,kvyat,1524.54
2014,18,maldonado,1504.34
2014,18,massa,1875.77
2014,18,perez,1498.18
2014,18,raikkonen,1688.02
2014,18,ricciardo,1727.0
2014,18,rosberg,2020.24
2014,18,sutil,1272.36
2014,18,vergne,1592.15
2014,18,vettel,1882.9
2014,19,alonso,1741.68
2014,19,bottas,1892.11
2014,19,button,1835.19
2014,19,grosjean,1428.11
2014,19,gutierrez,1411.51
2014,19,hamilton,2140.28
2014,19,hulkenberg,1699.07
2014,19,kevin_magnussen,1683.66
2014,19,kobayashi,1204.81
2014,19,kvyat,1400.41
2014,19,maldonado,1404.74
2014,19,massa,1944.64
2014,19,perez,1605.84
2014,19,raikkonen,1682.87
2014,19,ricciardo,1808.35
2014,19,rosberg,1835.05
2014,19,stevens,1438.94
2014,19,sutil,1294.31
2014,19,vergne,1587.4
2014,19,vettel,1845.33
2015,1,bottas,1663.95
2015,1,button,1752.45
2015,1,ericsson,1412.26
2015,1,grosjean,1424.54
2015,1,hamilton,2166.51
2015,1,hulkenberg,1732.03
2015,1,kevin_magnussen,1542.9
2015,1,kvyat,1367.17
2015,1,maldonado,1389.09
2015,1,massa,1956.85
2015,1,max_verstappen,1493.2
2015,1,nasr,1629.43
2015,1,perez,1615.15
2015,1,raikkonen,1633.56
2015,1,ricciardo,1823.65
2015,1,rosberg,1910.64
2015,1,sainz,1560.68
2015,1,vettel,1901.15
2015,2,alonso,1578.7
2015,2,bottas,1749.71
2015,2,button,1601.65
2015,2,ericsson,1350.71
2015,2,grosjean,1495.64
2015,2,hamilton,2171.97
2015,2,hulkenberg,1641.55
2015,2,kvyat,1489.99
2015,2,maldonado,1385.94
2015,2,massa,1933.55
2015,2,max_verstappen,1608.37
2015,2,merhi,1478.51
2015,2,nasr,1610.51
2015,2,perez,1584.82
2015,2,raikkonen,1746.37
2015,2,ricciardo,1769.44
2015,2,rosberg,1952.33
2015,2,sainz,1634.86
2015,2,stevens,1350.52
2015,2,vettel,1977.75
2015,3,alonso,1577.84
2015,3,bottas,1789.83
2015,3,button,1559.03
2015,3,ericsson,1461.68
2015,3,grosjean,1607.95
2015,3,hamilton,2195.97
2015,3,hulkenberg,1477.67
2015,3,kvyat,1398.61
2015,3,maldonado,1346.37
2015,3,massa,1934.53
2015,3,max_verstappen,1510.13
2015,3,merhi,1444.38
2015,3,nasr,1665.23
2015,3,perez,1598.53
2015,3,raikkonen,1819.14
2015,3,ricciardo,1751.78
2015,3,rosberg,1999.97
2015,3,sainz,1596.63
2015,3,stevens,1375.32
2015,3,vettel,2002.3
2015,4,alonso,1593.81
2015,4,bottas,1849.83
2015,4,button,1423.84
2015,4,ericsson,1467.22
2015,4,grosjean,1679.11
2015,4,hamilton,2219.06
2015,4,hulkenberg,1495.4
2015,4,kvyat,1507.52
2015,4,maldonado,1370.01
2015,4,massa,1847.97
2015,4,max_verstappen,1426.66
2015,4,merhi,1400.9
2015,4,nasr,1633.45
2015,4,perez,1656.33
2015,4,raikkonen,1903.31
2015,4,ricciardo,1791.6
2015,4,rosberg,2021.75
2015,4,sainz,1465.01
2015,4,stevens,1371.82
2015,4,vettel,1988.3
2015,5,alonso,1442.79
2015,5,bottas,1894.64
2015,5,button,1403.29
2015,5,ericsson,1467.76
2015,5,grosjean,1710.2
2015,5,hamilton,2221.78
2015,5,hulkenberg,1468.95
2015,5,kvyat,1561.93
2015,5,maldonado,1310.78
2015,5,massa,1859.83
2015,5,max_verstappen,1490.55
2015,5,merhi,1350.92
2015,5,nasr,1610.17
2015,5,perez,1608.49
2015,5,raikkonen,1916.66
2015,5,ricciardo,1803.51
2015,5,rosberg,2075.6
2015,5,sainz,1550.79
2015,5,stevens,1349.04
2015,5,vettel,2015.23
2015,6,alonso,1363.23
2015,6,bottas,1750.17
2015,6,button,1523.53
2015,6,ericsson,1483.16
2015,6,grosjean,1660.25
2015,6,hamilton,2207.96
2015,6,hulkenberg,1517.39
2015,6,kvyat,1695.39
2015,6,maldonado,1250.12
2015,6,massa,1709.77
2015,6,max_verstappen,1413.55
2015,6,merhi,1353.57
2015,6,nasr,1645.72
2015,6,perez,1679.48
2015,6,raikkonen,1911.35
2015,6,ricciardo,1846.5
2015,6,rosberg,2122.49
2015,6,sainz,1589.27
2015,6,stevens,1333.53
2015,6,vettel,2056.46
2015,7,alonso,1287.83
2015,7,bottas,1840.66
2015,7,button,1416.18
2015,7,ericsson,1478.78
2015,7,grosjean,1661.85
2015,7,hamilton,2233.5
2015,7,hulkenberg,1599.62
2015,7,kvyat,1702.02
2015,7,maldonado,1430.55
2015,7,massa,1765.06
2015,7,max_verstappen,1413.51
2015,7,merhi,1317.36
2015,7,nasr,1550.24
2015,7,perez,1657.9
2015,7,raikkonen,1940.98
2015,7,ricciardo,1735.64
2015,7,rosberg,2143.04
2015,7,sainz,1581.63
2015,7,stevens,1321.6
2015,7,vettel,2034.98
2015,8,alonso,1233.14
2015,8,bottas,1873.74
2015,8,button,1379.54
2015,8,ericsson,1492.16
2015,8,grosjean,1576.19
2015,8,hamilton,2238.07
2015,8,hulkenberg,1690.92
2015,8,kvyat,1655.74
2015,8,maldonado,1559.89
2015,8,massa,1852.19
2015,8,max_verstappen,1530.57
2015,8,merhi,1361.76
2015,8,nasr,1573.0
2015,8,perez,1677.02
2015,8,raikkonen,1689.5
2015,8,ricciardo,1712.29
2015,8,rosberg,2179.2
2015,8,sainz,1507.39
2015,8,stevens,1293.52
2015,8,vettel,2037.09
2015,9,alonso,1370.77
2015,9,bottas,1895.41
2015,9,button,1317.35
2015,9,ericsson,1533.74
2015,9,grosjean,1483.99
2015,9,hamilton,2260.75
2015,9,hulkenberg,1733.39
2015,9,kvyat,1726.26
2015,9,maldonado,1456.27
2015,9,massa,1896.47
2015,9,max_verstappen,1471.56
2015,9,merhi,1427.55
2015,9,nasr,1429.02
2015,9,perez,1691.07
2015,9,raikkonen,1715.91
2015,9,ricciardo,1606.15
2015,9,rosberg,2191.36
2015,9,sainz,1489.66
2015,9,stevens,1360.51
2015,9,vettel,2055.74
2015,10,alonso,1550.33
2015,10,bottas,1767.82
2015,10,button,1451.42
2015,10,ericsson,1577.54
2015,10,grosjean,1594.01
2015,10,hamilton,2185.39
2015,10,hulkenberg,1535.63
2015,10,kvyat,1838.98
2015,10,maldonado,1462.98
2015,10,massa,1785.24
2015,10,max_verstappen,1633.89
2015,10,merhi,1425.95
2015,10,nasr,1492.06
2015,10,perez,1525.42
2015,10,raikkonen,1557.7
2015,10,ricciardo,1739.54
2015,10,rosberg,2088.48
2015,10,sainz,1430.51
2015,10,stevens,1361.61
2015,10,vettel,2108.4
2015,11,alonso,1543.52
2015,11,bottas,1747.9
2015,11,button,1462.0
2015,11,ericsson,1608.51
2015,11,grosjean,1730.91
2015,11,hamilton,2211.96
2015,11,hulkenberg,1410.55
2015,11,kvyat,1883.2
2015,11,maldonado,1380.89
2015,11,massa,1810.72
2015,11,max_verstappen,1676.44
2015,11,merhi,1426.99
2015,11,nasr,1536.89
2015,11,perez,1654.64
2015,11,raikkonen,1643.86
2015,11,ricciardo,1573.33
2015,11,rosberg,2112.12
2015,11,sainz,1393.33
2015,11,stevens,1364.21
2015,11,vettel,1940.95
2015,12,alonso,1452.95
2015,12,bottas,1822.46
2015,12,button,1467.92
2015,12,ericsson,1645.83
2015,12,grosjean,1553.66
2015,12,hamilton,2234.02
2015,12,hulkenberg,1550.5
2015,12,kvyat,1810.4
2015,12,maldonado,1308.68
2015,12,massa,1882.5
2015,12,max_verstappen,1639.56
2015,12,merhi,1408.03
2015,12,nasr,1534.13
2015,12,perez,1727.11
2015,12,raikkonen,1736.57
2015,12,ricciardo,1639.93
2015,12,rosberg,1847.7
2015,12,sainz,1473.15
2015,12,stevens,1383.12
2015,12,vettel,1994.69
2015,13,alonso,1411.46
2015,13,bottas,1857.89
2015,13,button,1439.52
2015,13,ericsson,1642.5
2015,13,grosjean,1548.79
2015,13,hamilton,1924.47
2015,13,hulkenberg,1428.62
2015,13,kvyat,1833.46
2015,13,maldonado,1400.96
2015,13,massa,1652.08
2015,13,max_verstappen,1690.2
2015,13,nasr,1588.55
2015,13,perez,1762.56
2015,13,raikkonen,1832.34
2015,13,ricciardo,1784.69
2015,13,rosberg,1891.61
2015,13,rossi,1496.84
2015,13,sainz,1566.26
2015,13,stevens,1400.07
2015,13,vettel,2051.99
2015,14,alonso,1489.02
2015,14,bottas,1882.61
2015,14,button,1426.09
2015,14,ericsson,1589.42
2015,14,grosjean,1646.79
2015,14,hamilton,1995.23
2015,14,hulkenberg,1585.72
2015,14,kvyat,1725.39
2015,14,maldonado,1532.75
2015,14,massa,1544.74
2015,14,max_verstappen,1702.27
2015,14,nasr,1451.73
2015,14,perez,1696.31
2015,14,raikkonen,1881.51
2015,14,ricciardo,1661.25
2015,14,rosberg,1954.72
2015,14,rossi,1429.25
2015,14,sainz,1607.15
2015,14,stevens,1345.05
2015,14,vettel,2057.89
2015,15,alonso,1542.26
2015,15,bottas,1773.87
2015,15,button,1535.0
2015,15,ericsson,1454.41
2015,15,grosjean,1538.55
2015,15,hamilton,2049.65
2015,15,hulkenberg,1469.53
2015,15,kvyat,1791.48
2015,15,maldonado,1635.22
2015,15,massa,1692.43
2015,15,max_verstappen,1692.22
2015,15,merhi,1456.28
2015,15,nasr,1600.74
2015,15,perez,1806.05
2015,15,raikkonen,1843.27
2015,15,ricciardo,1581.06
2015,15,rosberg,1715.01
2015,15,sainz,1531.13
2015,15,stevens,1393.9
2015,15,vettel,2081.58
2015,16,alonso,1576.04
2015,16,bottas,1582.07
2015,16,button,1654.91
2015,16,ericsson,1451.09
2015,16,grosjean,1455.7
2015,16,hamilton,2090.15
2015,16,hulkenberg,1479.02
2015,16,kvyat,1695.04
2015,16,maldonado,1683.56
2015,16,massa,1566.92
2015,16,max_verstappen,1784.97
2015,16,nasr,1645.82
2015,16,perez,1843.1
2015,16,raikkonen,1675.37
2015,16,ricciardo,1617.01
2015,16,rosberg,1829.73
2015,16,rossi,1486.12
2015,16,sainz,1635.58
2015,16,stevens,1324.34
2015,16,vettel,2080.1
2015,17,alonso,1447.14
2015,17,bottas,1731.94
2015,17,button,1596.01
2015,17,ericsson,1502.83
2015,17,grosjean,1539.9
2015,17,hamilton,2105.94
2015,17,hulkenberg,1602.29
2015,17,kvyat,1786.92
2015,17,maldonado,1664.34
2015,17,massa,1674.2
2015,17,max_verstappen,1761.27
2015,17,nasr,1537.25
2015,17,perez,1815.0
2015,17,raikkonen,1524.77
2015,17,ricciardo,1721.74
2015,17,rosberg,1924.47
2015,17,rossi,1474.31
2015,17,sainz,1600.87
2015,17,stevens,1344.37
2015,17,vettel,1801.09
2015,18,alonso,1450.0
2015,18,bottas,1792.82
2015,18,button,1562.69
2015,18,ericsson,1468.56
2015,18,grosjean,1624.43
2015,18,hamilton,2116.38
2015,18,hulkenberg,1695.07
2015,18,kvyat,1795.26
2015,18,maldonado,1669.44
2015,18,massa,1503.58
2015,18,max_verstappen,1745.56
2015,18,nasr,1543.29
2015,18,perez,1730.44
2015,18,raikkonen,1678.37
2015,18,ricciardo,1688.49
2015,18,rosberg,1990.37
2015,18,rossi,1413.0
2015,18,sainz,1475.92
2015,18,stevens,1341.32
2015,18,vettel,1871.64
2015,19,alonso,1415.1
2015,19,bottas,1699.31
2015,19,button,1572.82
2015,19,ericsson,1479.31
2015,19,grosjean,1661.19
2015,19,hamilton,2127.48
2015,19,hulkenberg,1739.35
2015,19,kvyat,1752.37
2015,19,maldonado,1500.18
2015,19,massa,1601.64
2015,19,max_verstappen,1618.24
2015,19,merhi,1382.03
2015,19,nasr,1510.03
2015,19,perez,1794.49
2015,19,raikkonen,1791.99
2015,19,ricciardo,1751.4
2015,19,rosberg,2043.36
2015,19,sainz,1534.59
2015,19,stevens,1319.67
2015,19,vettel,1905.37
2016,1,alonso,1344.86
2016,1,bottas,1737.3
2016,1,button,1564.46
2016,1,ericsson,1456.08
2016,1,grosjean,1745.32
2016,1,gutierrez,1361.01
2016,1,hamilton,2140.43
2016,1,haryanto,1435.95
2016,1,hulkenberg,1777.43
2016,1,jolyon_palmer,1569.15
2016,1,kevin_magnussen,1578.13
2016,1,kvyat,1530.8
2016,1,massa,1725.15
2016,1,max_verstappen,1656.25
2016,1,nasr,1509.87
2016,1,perez,1711.01
2016,1,raikkonen,1623.8
2016,1,ricciardo,1833.6
2016,1,rosberg,2089.69
2016,1,sainz,1622.83
2016,1,vettel,1952.92
2016,1,wehrlein,1486.41
2016,2,bottas,1747.33
2016,2,button,1458.69
2016,2,ericsson,1528.8
2016,2,grosjean,1817.24
2016,2,gutierrez,1346.18
2016,2,hamilton,2135.2
2016,2,haryanto,1432.06
2016,2,hulkenberg,1668.43
2016,2,jolyon_palmer,1429.96
2016,2,kevin_magnussen,1619.7
2016,2,kvyat,1655.2
2016,2,massa,1755.66
2016,2,max_verstappen,1746.72
2016,2,nasr,1527.17
2016,2,perez,1613.8
2016,2,raikkonen,1785.48
2016,2,ricciardo,1890.1
2016,2,rosberg,2130.11
2016,2,sainz,1528.53
2016,2,vandoorne,1589.63
2016,2,vettel,1671.48
2016,2,wehrlein,1530.13
2016,3,alonso,1450.74
2016,3,bottas,1735.05
2016,3,button,1507.52
2016,3,ericsson,1499.8
2016,3,grosjean,1621.33
2016,3,gutierrez,1415.74
2016,3,hamilton,2056.85
2016,3,haryanto,1354.11
2016,3,hulkenberg,1600.43
2016,3,jolyon_palmer,1334.36
2016,3,kevin_magnussen,1537.9
2016,3,kvyat,1785.21
2016,3,massa,1802.94
2016,3,max_verstappen,1767.85
2016,3,nasr,1432.67
2016,3,perez,1638.01
2016,3,raikkonen,1838.06
2016,3,ricciardo,1924.91
2016,3,rosberg,2163.01
2016,3,sainz,1617.71
2016,3,vettel,1811.65
2016,3,wehrlein,1466.96
2016,4,alonso,1615.35
2016,4,bottas,1824.97
2016,4,button,1585.53
2016,4,ericsson,1515.18
2016,4,grosjean,1687.72
2016,4,gutierrez,1410.94
2016,4,hamilton,2086.86
2016,4,haryanto,1283.24
2016,4,hulkenberg,1459.9
2016,4,jolyon_palmer,1425.64
2016,4,kevin_magnussen,1652.88
2016,4,kvyat,1670.75
2016,4,massa,1853.19
2016,4,max_verstappen,1590.12
2016,4,nasr,1440.0
2016,4,perez,1681.69
2016,4,raikkonen,1909.51
2016,4,ricciardo,1829.72
2016,4,rosberg,2191.25
2016,4,sainz,1621.9
2016,4,vettel,1600.42
2016,4,wehrlein,1426.02
2016,5,alonso,1502.05
2016,5,bottas,1868.37
2016,5,button,1656.85
2016,5,ericsson,1563.7
2016,5,grosjean,1560.78
2016,5,gutierrez,1515.53
2016,5,hamilton,1758.46
2016,5,haryanto,1320.91
2016,5,hulkenberg,1389.61
2016,5,jolyon_palmer,1489.98
2016,5,kevin_magnussen,1611.5
2016,5,kvyat,1691.46
2016,5,massa,1836.66
2016,5,max_verstappen,1781.82
2016,5,nasr,1465.02
2016,5,perez,1745.64
2016,5,raikkonen,1976.38
2016,5,ricciardo,1887.55
2016,5,rosberg,1819.22
2016,5,sainz,1725.46
2016,5,vettel,1757.87
2016,5,wehrlein,1437.99
2016,6,alonso,1669.73
2016,6,bottas,1774.82
2016,6,button,1697.85
2016,6,ericsson,1527.06
2016,6,grosjean,1578.8
2016,6,gutierrez,1583.16
2016,6,hamilton,1886.95
2016,6,haryanto,1388.89
2016,6,hulkenberg,1582.61
2016,6,jolyon_palmer,1383.13
2016,6,kevin_magnussen,1504.92
2016,6,kvyat,1534.15
2016,6,massa,1788.68
2016,6,max_verstappen,1618.33
2016,6,nasr,1449.29
2016,6,perez,1848.3
2016,6,raikkonen,1683.89
2016,6,ricciardo,1955.51
2016,6,rosberg,1826.55
2016,6,sainz,1754.15
2016,6,vettel,1840.07
2016,6,wehrlein,1485.97
2016,7,alonso,1675.32
2016,7,bottas,1863.17
2016,7,button,1501.84
2016,7,ericsson,1523.68
2016,7,grosjean,1571.78
2016,7,gutierrez,1591.1
2016,7,hamilton,1968.86
2016,7,haryanto,1363.6
2016,7,hulkenberg,1669.76
2016,7,jolyon_palmer,1324.72
2016,7,kevin_magnussen,1492.73
2016,7,kvyat,1578.56
2016,7,massa,1587.86
2016,7,max_verstappen,1751.08
2016,7,nasr,1422.06
2016,7,perez,1797.01
2016,7,raikkonen,1760.01
2016,7,ricciardo,1916.06
2016,7,rosberg,1863.54
2016,7,sainz,1755.58
2016,7,vettel,1921.16
2016,7,wehrlein,1463.32
2016,8,alonso,1537.7
2016,8,bottas,1875.34
2016,8,button,1572.52
2016,8,ericsson,1482.04
2016,8,grosjean,1580.84
2016,8,gutierrez,1539.99
2016,8,hamilton,1963.13
2016,8,haryanto,1360.3
2016,8,hulkenberg,1707.97
2016,8,jolyon_palmer,1386.68
2016,8,kevin_magnussen,1515.29
2016,8,kvyat,1430.07
2016,8,massa,1642.07
2016,8,max_verstappen,1773.53
2016,8,nasr,1504.59
2016,8,perez,1879.39
2016,8,raikkonen,1839.49
2016,8,ricciardo,1894.39
2016,8,rosberg,1955.66
2016,8,sainz,1550.36
2016,8,vettel,1979.7
2016,8,wehrlein,1391.75
2016,9,alonso,1472.66
2016,9,bottas,1833.88
2016,9,button,1695.05
2016,9,ericsson,1488.62
2016,9,grosjean,1683.75
2016,9,gutierrez,1593.5
2016,9,hamilton,2030.96
2016,9,haryanto,1391.85
2016,9,hulkenberg,1556.95
2016,9,jolyon_palmer,1479.83
2016,9,kevin_magnussen,1526.42
2016,9,kvyat,1339.26
2016,9,massa,1502.07
2016,9,max_verstappen,1883.12
2016,9,nasr,1536.97
2016,9,perez,1692.76
2016,9,raikkonen,1910.81
2016,9,ricciardo,1915.92
2016,9,rosberg,1974.56
2016,9,sainz,1648.58
2016,9,vettel,1687.43
2016,9,wehrlein,1517.86
2016,10,alonso,1516.08
2016,10,bottas,1718.25
2016,10,button,1667.18
2016,10,ericsson,1390.84
2016,10,grosjean,1524.95
2016,10,gutierrez,1541.19
2016,10,hamilton,2079.87
2016,10,haryanto,1362.42
2016,10,hulkenberg,1666.12
2016,10,jolyon_palmer,1437.6
2016,10,kevin_magnussen,1483.87
2016,10,kvyat,1480.29
2016,10,massa,1566.82
2016,10,max_verstappen,1953.7
2016,10,nasr,1523.93
2016,10,perez,1766.15
2016,10,raikkonen,1924.68
2016,10,ricciardo,1944.48
2016,10,rosberg,2003.02
2016,10,sainz,1706.09
2016,10,vettel,1713.89
2016,10,wehrlein,1391.4
2016,11,alonso,1637.81
